trip_id,line_id,vehicle_id,direction,trip_date,departure_time,arrival_time,trip_duration_min,status
TR01000,L027,VH0082,inbound,2025-03-31,16:05:00,05:31:00,62,completed
TR01001,L028,VH0055,inbound,2024-01-01,21:17:00,08:43:00,35,delayed
TR01002,L055,VH0041,inbound,2025-06-23,16:46:00,06:03:00,34,completed
TR01003,L011,VH0030,outbound,2025-12-31,09:24:00,16:33:00,24,delayed
TR01004,L035,VH0070,inbound,2024-08-20,18:29:00,14:16:00,85,completed
TR01005,L039,VH0052,inbound,2025-11-05,23:53:00,09:24:00,20,in_progress
TR01006,L006,VH0075,inbound,2024-02-28,10:00:00,15:22:00,60,in_progress
TR01007,L043,VH0032,inbound,2024-09-10,19:33:00,15:23:00,18,completed
TR01008,L050,VH0039,outbound,2024-06-04,21:56:00,22:53:00,63,completed
TR01009,L033,VH0046,inbound,2024-09-06,10:42:00,21:33:00,86,completed
TR01010,L055,VH0006,outbound,2025-07-27,16:55:00,15:09:00,40,in_progress
TR01011,L010,VH0049,inbound,2024-06-19,15:45:00,23:18:00,60,delayed
TR01012,L028,VH0120,inbound,2024-10-05,17:40:00,20:46:00,20,completed
TR01013,L054,VH0089,outbound,2025-08-15,10:29:00,06:23:00,44,completed
TR01014,L019,VH0093,outbound,2024-01-24,13:38:00,09:50:00,41,in_progress
TR01015,L045,VH0030,inbound,2025-12-10,21:36:00,19:24:00,86,in_progress
TR01016,L021,VH0054,outbound,2025-06-24,11:31:00,19:08:00,72,completed
TR01017,L030,VH0008,inbound,2024-07-03,08:23:00,06:25:00,57,completed
TR01018,L004,VH0100,outbound,2025-11-24,11:30:00,20:05:00,69,in_progress
TR01019,L001,VH0084,outbound,2025-09-11,16:58:00,23:01:00,19,in_progress
TR01020,L016,VH0072,outbound,2025-03-10,23:34:00,16:55:00,80,in_progress
TR01021,L019,VH0098,outbound,2024-07-27,12:24:00,11:40:00,64,delayed
TR01022,L011,VH0106,inbound,2024-08-20,06:10:00,21:39:00,23,cancelled
TR01023,L030,VH0108,inbound,2024-09-18,20:35:00,13:32:00,37,cancelled
TR01024,L010,VH0014,inbound,2024-07-01,19:54:00,17:34:00,55,cancelled
TR01025,L033,VH0086,outbound,2024-12-13,06:57:00,21:59:00,15,completed
TR01026,L038,VH0111,inbound,2025-03-17,12:11:00,21:48:00,68,delayed
TR01027,L008,VH0118,inbound,2024-03-25,19:35:00,09:27:00,87,completed
TR01028,L024,VH0110,inbound,2025-02-07,09:23:00,23:50:00,40,delayed
TR01029,L044,VH0063,outbound,2025-05-01,17:45:00,12:23:00,52,completed
TR01030,L017,VH0009,outbound,2025-10-10,14:39:00,21:47:00,83,in_progress
TR01031,L016,VH0064,inbound,2025-03-30,22:08:00,13:15:00,36,in_progress
TR01032,L002,VH0036,outbound,2024-02-16,16:38:00,16:56:00,51,completed
TR01033,L009,VH0079,inbound,2024-12-05,16:37:00,20:50:00,16,completed
TR01034,L024,VH0001,inbound,2025-06-05,23:33:00,05:49:00,73,cancelled
TR01035,L035,VH0025,inbound,2024-10-18,17:24:00,11:56:00,66,delayed
TR01036,L050,VH0007,outbound,2025-06-29,10:43:00,07:02:00,32,completed
TR01037,L018,VH0028,inbound,2025-10-28,20:13:00,19:51:00,33,cancelled
TR01038,L029,VH0108,inbound,2024-06-04,13:47:00,11:22:00,67,cancelled
TR01039,L027,VH0052,outbound,2025-03-04,14:03:00,17:49:00,23,completed
TR01040,L029,VH0027,outbound,2025-05-05,08:16:00,09:49:00,86,cancelled
TR01041,L017,VH0119,outbound,2025-05-04,22:44:00,13:12:00,73,completed
TR01042,L026,VH0040,outbound,2024-06-19,18:07:00,22:42:00,62,completed
TR01043,L008,VH0078,inbound,2024-06-25,05:37:00,08:21:00,32,completed
TR01044,L012,VH0082,outbound,2024-07-25,11:27:00,09:21:00,60,completed
TR01045,L013,VH0079,outbound,2024-12-07,15:26:00,10:10:00,40,cancelled
TR01046,L019,VH0055,outbound,2024-02-24,22:52:00,19:23:00,78,in_progress
TR01047,L050,VH0039,outbound,2024-10-04,14:24:00,23:19:00,30,cancelled
TR01048,L031,VH0101,inbound,2024-01-31,12:00:00,20:30:00,42,delayed
TR01049,L030,VH0082,inbound,2024-06-16,23:38:00,19:44:00,27,completed
TR01050,L032,VH0039,outbound,2025-10-29,14:14:00,19:51:00,42,completed
TR01051,L016,VH0041,inbound,2024-05-20,22:57:00,17:54:00,25,completed
TR01052,L048,VH0057,inbound,2025-09-29,20:14:00,21:46:00,84,completed
TR01053,L048,VH0060,inbound,2025-11-16,07:44:00,18:12:00,28,completed
TR01054,L026,VH0119,outbound,2024-07-26,10:32:00,22:58:00,57,in_progress
TR01055,L023,VH0023,inbound,2024-01-08,20:00:00,05:46:00,23,in_progress
TR01056,L007,VH0017,inbound,2025-06-05,05:08:00,15:30:00,62,in_progress
TR01057,L011,VH0063,outbound,2024-11-28,23:46:00,07:11:00,88,completed
TR01058,L049,VH0024,outbound,2025-07-23,05:46:00,17:29:00,22,delayed
TR01059,L005,VH0035,outbound,2024-12-18,16:46:00,07:18:00,42,completed
TR01060,L042,VH0006,inbound,2025-04-20,21:13:00,17:48:00,66,completed
TR01061,L025,VH0117,outbound,2024-03-18,11:13:00,07:13:00,17,in_progress
TR01062,L024,VH0051,outbound,2025-03-06,06:07:00,21:42:00,76,cancelled
TR01063,L011,VH0095,inbound,2024-09-12,09:44:00,15:00:00,51,cancelled
TR01064,L014,VH0091,inbound,2025-08-27,08:16:00,23:12:00,84,completed
TR01065,L054,VH0062,outbound,2024-02-21,17:05:00,19:57:00,43,completed
TR01066,L039,VH0062,inbound,2025-03-18,11:30:00,14:45:00,63,cancelled
TR01067,L038,VH0058,outbound,2025-01-05,15:20:00,07:32:00,90,in_progress
TR01068,L025,VH0113,inbound,2025-08-13,09:03:00,08:52:00,16,completed
TR01069,L045,VH0075,outbound,2024-05-30,18:00:00,16:51:00,48,delayed
TR01070,L047,VH0061,outbound,2025-08-21,13:51:00,21:17:00,70,cancelled
TR01071,L045,VH0079,inbound,2025-02-22,23:14:00,23:58:00,28,cancelled
TR01072,L032,VH0099,inbound,2024-10-07,20:51:00,23:07:00,47,completed
TR01073,L014,VH0070,outbound,2024-06-21,21:49:00,06:45:00,24,in_progress
TR01074,L010,VH0054,inbound,2025-03-04,23:42:00,16:16:00,26,delayed
TR01075,L014,VH0003,outbound,2025-04-03,07:46:00,06:40:00,85,completed
TR01076,L017,VH0084,outbound,2025-11-30,18:11:00,09:26:00,20,completed
TR01077,L045,VH0052,inbound,2024-05-16,07:06:00,09:25:00,53,in_progress
TR01078,L036,VH0101,inbound,2025-05-18,13:55:00,12:20:00,35,completed
TR01079,L021,VH0018,outbound,2025-01-21,16:46:00,12:22:00,36,completed
TR01080,L022,VH0009,outbound,2024-03-12,15:02:00,12:22:00,44,delayed
TR01081,L022,VH0007,outbound,2024-06-28,05:43:00,05:11:00,57,completed
TR01082,L018,VH0001,outbound,2024-01-31,05:16:00,23:04:00,75,completed
TR01083,L052,VH0067,outbound,2025-02-13,16:15:00,15:17:00,21,completed
TR01084,L018,VH0074,outbound,2024-12-30,10:28:00,19:24:00,81,cancelled
TR01085,L023,VH0018,inbound,2024-03-31,16:33:00,11:47:00,53,delayed
TR01086,L007,VH0114,outbound,2025-09-29,12:03:00,18:05:00,67,completed
TR01087,L018,VH0060,inbound,2024-06-24,05:16:00,10:57:00,40,in_progress
TR01088,L040,VH0090,inbound,2024-03-19,18:19:00,11:08:00,49,completed
TR01089,L048,VH0107,outbound,2024-03-03,08:51:00,22:39:00,34,completed
TR01090,L054,VH0086,outbound,2024-01-03,19:06:00,16:36:00,35,cancelled
TR01091,L037,VH0086,outbound,2025-09-03,11:30:00,16:27:00,63,delayed
TR01092,L041,VH0033,outbound,2025-11-02,18:01:00,06:46:00,65,in_progress
TR01093,L022,VH0048,inbound,2025-05-28,16:38:00,19:19:00,50,completed
TR01094,L017,VH0058,outbound,2024-09-23,08:18:00,10:46:00,57,in_progress
TR01095,L010,VH0039,outbound,2024-07-25,09:47:00,11:58:00,64,cancelled
TR01096,L021,VH0035,inbound,2024-08-13,14:50:00,21:01:00,45,completed
TR01097,L036,VH0031,inbound,2024-06-19,21:42:00,10:40:00,32,completed
TR01098,L022,VH0011,outbound,2024-09-09,07:51:00,14:39:00,27,delayed
TR01099,L022,VH0073,outbound,2024-05-18,05:44:00,08:41:00,45,cancelled
TR01100,L034,VH0008,inbound,2025-10-21,05:07:00,10:40:00,66,cancelled
TR01101,L019,VH0092,outbound,2025-08-11,21:27:00,22:05:00,55,cancelled
TR01102,L007,VH0011,inbound,2025-04-21,17:06:00,15:43:00,57,completed
TR01103,L046,VH0047,outbound,2025-07-21,13:52:00,10:20:00,23,completed
TR01104,L052,VH0033,inbound,2024-01-17,23:12:00,06:42:00,63,cancelled
TR01105,L002,VH0089,outbound,2024-09-21,22:41:00,18:53:00,37,delayed
TR01106,L013,VH0063,outbound,2024-10-28,10:19:00,20:40:00,78,delayed
TR01107,L033,VH0062,outbound,2024-01-17,15:19:00,21:30:00,83,cancelled
TR01108,L001,VH0091,inbound,2025-02-14,09:54:00,12:36:00,79,completed
TR01109,L011,VH0037,inbound,2024-03-13,19:36:00,23:49:00,22,completed
TR01110,L036,VH0010,outbound,2024-06-07,18:07:00,07:06:00,55,completed
TR01111,L016,VH0059,outbound,2025-08-19,15:13:00,11:37:00,81,delayed
TR01112,L045,VH0072,outbound,2024-06-24,23:51:00,23:52:00,69,cancelled
TR01113,L023,VH0012,inbound,2025-07-02,12:05:00,13:42:00,46,in_progress
TR01114,L014,VH0038,outbound,2024-08-15,07:13:00,16:07:00,55,completed
TR01115,L045,VH0097,inbound,2024-06-25,22:35:00,13:43:00,81,completed
TR01116,L006,VH0012,inbound,2025-11-06,19:37:00,05:29:00,84,in_progress
TR01117,L041,VH0076,outbound,2025-05-20,22:00:00,23:14:00,64,completed
TR01118,L027,VH0107,outbound,2025-06-05,14:21:00,20:45:00,38,delayed
TR01119,L044,VH0076,inbound,2025-01-03,22:33:00,23:31:00,68,completed
TR01120,L047,VH0061,inbound,2024-02-17,17:58:00,12:30:00,38,completed
TR01121,L051,VH0107,inbound,2025-04-16,11:30:00,06:58:00,20,delayed
TR01122,L028,VH0008,inbound,2024-06-01,09:59:00,08:03:00,60,cancelled
TR01123,L006,VH0073,inbound,2024-11-04,23:20:00,13:15:00,79,completed
TR01124,L036,VH0013,outbound,2025-09-29,14:13:00,08:19:00,33,completed
TR01125,L052,VH0013,inbound,2024-06-30,06:01:00,17:24:00,45,completed
TR01126,L007,VH0009,inbound,2025-01-21,15:30:00,06:39:00,34,delayed
TR01127,L043,VH0120,inbound,2025-05-30,14:55:00,22:03:00,27,cancelled
TR01128,L033,VH0086,inbound,2024-09-08,21:25:00,19:16:00,82,completed
TR01129,L040,VH0120,outbound,2025-08-23,05:45:00,08:09:00,57,cancelled
TR01130,L032,VH0002,outbound,2025-04-06,10:01:00,16:43:00,69,cancelled
TR01131,L029,VH0100,inbound,2025-06-09,22:06:00,15:37:00,48,completed
TR01132,L003,VH0092,outbound,2024-08-09,07:44:00,20:56:00,64,in_progress
TR01133,L028,VH0058,outbound,2025-02-24,05:08:00,17:58:00,33,in_progress
TR01134,L052,VH0044,inbound,2025-07-11,07:46:00,21:42:00,79,completed
TR01135,L036,VH0026,inbound,2024-06-15,06:21:00,22:04:00,70,in_progress
TR01136,L042,VH0089,inbound,2024-11-29,07:22:00,23:56:00,37,completed
TR01137,L018,VH0067,inbound,2025-08-31,17:01:00,16:57:00,51,completed
TR01138,L015,VH0055,outbound,2025-10-01,19:18:00,08:46:00,29,cancelled
TR01139,L052,VH0086,inbound,2025-05-27,13:20:00,22:38:00,59,delayed
TR01140,L051,VH0015,inbound,2025-12-01,11:03:00,08:44:00,41,completed
TR01141,L040,VH0044,outbound,2024-06-20,22:01:00,22:49:00,24,in_progress
TR01142,L007,VH0105,inbound,2025-03-05,07:11:00,06:47:00,69,delayed
TR01143,L003,VH0005,outbound,2024-03-09,18:14:00,06:16:00,85,in_progress
TR01144,L046,VH0102,inbound,2024-07-10,08:07:00,11:17:00,85,completed
TR01145,L007,VH0002,inbound,2025-02-11,19:52:00,10:55:00,17,delayed
TR01146,L007,VH0003,inbound,2024-11-11,13:39:00,12:46:00,57,in_progress
TR01147,L025,VH0038,outbound,2025-12-03,18:30:00,23:08:00,50,completed
TR01148,L046,VH0119,outbound,2025-10-11,16:18:00,23:08:00,28,in_progress
TR01149,L023,VH0073,outbound,2025-11-04,20:34:00,10:08:00,28,cancelled
TR01150,L007,VH0090,outbound,2025-05-08,18:24:00,10:39:00,15,delayed
TR01151,L013,VH0064,outbound,2024-07-19,10:56:00,09:47:00,51,delayed
TR01152,L028,VH0070,inbound,2025-10-14,13:08:00,21:35:00,88,completed
TR01153,L040,VH0107,inbound,2024-10-20,20:54:00,06:09:00,43,completed
TR01154,L032,VH0047,inbound,2024-10-24,07:18:00,22:17:00,51,delayed
TR01155,L021,VH0015,inbound,2025-06-02,11:29:00,11:36:00,70,cancelled
TR01156,L008,VH0112,outbound,2025-04-12,12:55:00,06:24:00,51,completed
TR01157,L022,VH0114,inbound,2024-04-13,10:59:00,22:07:00,59,completed
TR01158,L046,VH0030,outbound,2024-04-03,11:33:00,15:17:00,28,cancelled
TR01159,L039,VH0050,outbound,2025-09-23,16:43:00,21:11:00,37,completed
TR01160,L013,VH0058,inbound,2024-03-12,07:28:00,08:11:00,71,completed
TR01161,L027,VH0012,inbound,2024-09-05,07:32:00,08:31:00,40,delayed
TR01162,L024,VH0080,inbound,2024-10-17,05:54:00,10:18:00,57,completed
TR01163,L055,VH0120,inbound,2025-04-24,05:59:00,10:52:00,27,cancelled
TR01164,L003,VH0119,inbound,2024-05-10,07:05:00,23:19:00,21,in_progress
TR01165,L017,VH0117,inbound,2024-01-07,11:44:00,14:44:00,56,cancelled
TR01166,L038,VH0064,inbound,2025-03-02,13:05:00,09:35:00,15,completed
TR01167,L032,VH0049,outbound,2025-10-07,20:23:00,12:17:00,62,completed
TR01168,L006,VH0032,outbound,2025-08-10,16:43:00,06:02:00,70,completed
TR01169,L002,VH0058,inbound,2024-02-06,22:11:00,12:12:00,36,completed
TR01170,L040,VH0015,inbound,2025-04-30,09:52:00,16:19:00,17,in_progress
TR01171,L035,VH0001,inbound,2024-02-11,11:26:00,05:27:00,44,completed
TR01172,L001,VH0007,inbound,2025-06-05,09:27:00,17:02:00,88,cancelled
TR01173,L054,VH0085,inbound,2024-08-17,11:50:00,05:41:00,26,cancelled
TR01174,L014,VH0078,outbound,2025-05-18,15:44:00,16:36:00,17,cancelled
TR01175,L025,VH0052,inbound,2025-09-05,08:29:00,05:58:00,72,delayed
TR01176,L039,VH0004,inbound,2024-05-14,13:01:00,21:19:00,66,delayed
TR01177,L020,VH0004,outbound,2024-01-02,18:27:00,20:39:00,88,completed
TR01178,L053,VH0075,outbound,2025-10-22,16:33:00,15:24:00,41,completed
TR01179,L039,VH0058,outbound,2024-01-24,22:03:00,23:16:00,83,in_progress
TR01180,L048,VH0105,outbound,2024-02-06,10:28:00,05:40:00,48,cancelled
TR01181,L025,VH0076,outbound,2024-11-19,19:51:00,08:43:00,33,delayed
TR01182,L008,VH0072,inbound,2025-09-22,20:31:00,16:04:00,30,in_progress
TR01183,L045,VH0067,inbound,2025-10-01,20:53:00,16:00:00,57,in_progress
TR01184,L021,VH0104,inbound,2025-07-24,21:02:00,09:01:00,44,in_progress
TR01185,L038,VH0068,outbound,2025-06-27,07:11:00,23:25:00,51,cancelled
TR01186,L017,VH0082,inbound,2024-01-17,21:47:00,10:47:00,63,in_progress
TR01187,L017,VH0111,inbound,2025-09-17,16:51:00,14:33:00,74,cancelled
TR01188,L047,VH0087,inbound,2025-09-18,11:38:00,18:27:00,84,in_progress
TR01189,L045,VH0017,outbound,2024-11-07,05:42:00,19:21:00,67,completed
TR01190,L025,VH0112,inbound,2024-11-25,08:55:00,23:41:00,88,delayed
TR01191,L028,VH0003,inbound,2024-02-29,15:24:00,13:15:00,49,completed
TR01192,L015,VH0044,outbound,2024-11-25,19:58:00,18:06:00,22,completed
TR01193,L033,VH0002,outbound,2024-09-17,06:41:00,06:36:00,75,delayed
TR01194,L050,VH0113,inbound,2025-09-08,14:10:00,17:39:00,24,cancelled
TR01195,L005,VH0018,outbound,2025-03-08,11:15:00,22:02:00,60,completed
TR01196,L026,VH0017,inbound,2025-05-23,14:36:00,13:08:00,41,completed
TR01197,L006,VH0069,inbound,2024-05-29,09:52:00,09:20:00,48,completed
TR01198,L054,VH0071,inbound,2024-02-02,13:20:00,09:32:00,29,completed
TR01199,L009,VH0061,inbound,2024-11-04,18:40:00,22:00:00,90,completed
TR01200,L030,VH0120,inbound,2024-05-07,05:18:00,14:24:00,87,in_progress
TR01201,L015,VH0059,inbound,2025-08-13,14:22:00,07:50:00,33,delayed
TR01202,L003,VH0066,outbound,2025-12-19,20:08:00,20:32:00,55,completed
TR01203,L054,VH0107,inbound,2024-05-08,11:42:00,07:56:00,88,in_progress
TR01204,L012,VH0014,outbound,2024-03-03,14:39:00,07:53:00,67,delayed
TR01205,L036,VH0017,inbound,2024-12-04,23:27:00,08:50:00,30,cancelled
TR01206,L027,VH0037,inbound,2025-06-07,10:59:00,21:56:00,73,cancelled
TR01207,L024,VH0119,outbound,2025-12-17,08:25:00,14:23:00,84,delayed
TR01208,L028,VH0007,outbound,2025-01-09,19:30:00,18:19:00,35,completed
TR01209,L013,VH0026,inbound,2025-08-30,14:33:00,08:25:00,90,in_progress
TR01210,L020,VH0027,outbound,2024-02-24,07:03:00,19:45:00,46,completed
TR01211,L028,VH0033,outbound,2025-11-10,17:13:00,15:59:00,25,completed
TR01212,L020,VH0034,inbound,2024-01-15,10:58:00,21:24:00,86,completed
TR01213,L048,VH0088,inbound,2024-10-31,13:03:00,17:45:00,69,completed
TR01214,L017,VH0004,inbound,2024-04-28,08:36:00,10:16:00,84,completed
TR01215,L010,VH0019,outbound,2024-06-10,05:24:00,08:50:00,68,in_progress
TR01216,L038,VH0022,inbound,2024-04-24,20:09:00,16:06:00,40,cancelled
TR01217,L023,VH0008,inbound,2025-01-08,07:46:00,13:32:00,83,delayed
TR01218,L011,VH0009,outbound,2025-02-05,10:12:00,06:18:00,23,completed
TR01219,L025,VH0099,inbound,2024-03-20,14:05:00,08:01:00,42,completed
TR01220,L006,VH0046,outbound,2024-07-02,15:14:00,07:18:00,52,in_progress
TR01221,L017,VH0084,inbound,2025-08-08,15:15:00,07:45:00,23,in_progress
TR01222,L020,VH0104,outbound,2024-08-08,18:46:00,15:03:00,42,cancelled
TR01223,L005,VH0007,inbound,2024-04-02,19:10:00,06:51:00,75,completed
TR01224,L055,VH0079,inbound,2024-09-27,17:21:00,16:09:00,24,delayed
TR01225,L028,VH0053,inbound,2024-10-23,22:51:00,17:45:00,62,in_progress
TR01226,L049,VH0052,inbound,2025-04-07,16:25:00,22:05:00,65,cancelled
TR01227,L039,VH0062,inbound,2024-01-23,15:15:00,20:38:00,47,completed
TR01228,L019,VH0068,inbound,2025-12-30,18:27:00,15:48:00,35,completed
TR01229,L016,VH0032,outbound,2025-07-22,06:24:00,07:52:00,34,completed
TR01230,L037,VH0104,outbound,2024-04-27,21:34:00,11:11:00,87,completed
TR01231,L038,VH0001,inbound,2025-12-04,16:02:00,16:26:00,63,completed
TR01232,L001,VH0065,inbound,2025-04-19,12:27:00,17:47:00,87,delayed
TR01233,L027,VH0102,inbound,2024-04-29,11:11:00,13:48:00,86,completed
TR01234,L035,VH0087,inbound,2025-01-01,11:24:00,20:40:00,86,completed
TR01235,L004,VH0111,outbound,2025-06-25,14:25:00,11:26:00,26,completed
TR01236,L034,VH0014,outbound,2025-07-19,15:27:00,09:41:00,57,completed
TR01237,L053,VH0077,inbound,2025-08-17,08:54:00,16:13:00,55,delayed
TR01238,L054,VH0071,outbound,2024-07-07,23:40:00,22:06:00,30,completed
TR01239,L014,VH0013,outbound,2025-10-30,14:18:00,13:47:00,30,in_progress
TR01240,L003,VH0117,outbound,2024-08-18,13:07:00,17:40:00,39,delayed
TR01241,L039,VH0120,inbound,2025-03-11,05:44:00,21:03:00,33,in_progress
TR01242,L023,VH0040,outbound,2024-11-26,18:15:00,12:15:00,24,cancelled
TR01243,L033,VH0045,outbound,2025-05-13,23:22:00,16:13:00,58,completed
TR01244,L033,VH0067,outbound,2024-11-01,07:26:00,06:56:00,42,delayed
TR01245,L041,VH0034,inbound,2025-02-05,08:37:00,12:41:00,37,in_progress
TR01246,L045,VH0081,inbound,2024-06-27,06:13:00,09:40:00,17,completed
TR01247,L031,VH0091,outbound,2025-03-31,10:18:00,07:18:00,19,cancelled
TR01248,L041,VH0068,inbound,2025-06-26,09:36:00,16:36:00,23,completed
TR01249,L025,VH0058,outbound,2025-11-07,20:16:00,17:30:00,64,completed
TR01250,L022,VH0002,inbound,2024-11-11,18:18:00,07:53:00,72,completed
TR01251,L048,VH0050,outbound,2024-10-01,09:05:00,08:56:00,61,completed
TR01252,L026,VH0108,outbound,2025-11-23,07:16:00,05:28:00,79,completed
TR01253,L019,VH0084,outbound,2025-11-06,06:38:00,08:29:00,39,in_progress
TR01254,L005,VH0097,outbound,2024-07-23,10:28:00,22:23:00,82,completed
TR01255,L044,VH0046,outbound,2025-10-16,22:26:00,07:53:00,68,delayed
TR01256,L018,VH0079,inbound,2025-07-16,10:39:00,19:36:00,52,cancelled
TR01257,L023,VH0084,inbound,2025-09-12,12:55:00,20:56:00,83,delayed
TR01258,L012,VH0054,outbound,2025-11-07,12:54:00,05:59:00,52,completed
TR01259,L036,VH0075,inbound,2025-02-13,13:30:00,05:21:00,27,completed
TR01260,L007,VH0016,outbound,2024-08-08,14:39:00,19:46:00,59,in_progress
TR01261,L030,VH0053,outbound,2025-05-14,19:50:00,08:21:00,76,completed
TR01262,L012,VH0046,outbound,2024-03-07,09:25:00,05:08:00,34,delayed
TR01263,L032,VH0049,inbound,2024-10-13,13:34:00,15:28:00,53,in_progress
TR01264,L044,VH0061,outbound,2024-07-24,14:19:00,06:58:00,86,in_progress
TR01265,L002,VH0111,inbound,2025-05-13,14:51:00,07:20:00,35,delayed
TR01266,L010,VH0017,inbound,2025-10-30,17:46:00,21:59:00,42,completed
TR01267,L023,VH0087,outbound,2025-07-11,20:32:00,08:09:00,75,completed
TR01268,L034,VH0028,outbound,2025-09-12,21:10:00,22:03:00,73,completed
TR01269,L007,VH0010,outbound,2025-11-14,21:04:00,15:46:00,90,completed
TR01270,L034,VH0096,inbound,2024-05-23,11:06:00,17:18:00,51,in_progress
TR01271,L011,VH0069,inbound,2024-12-31,07:52:00,15:31:00,67,completed
TR01272,L009,VH0090,inbound,2024-02-02,14:43:00,21:22:00,65,completed
TR01273,L016,VH0027,inbound,2024-04-02,16:15:00,18:27:00,85,delayed
TR01274,L016,VH0016,outbound,2024-07-17,16:42:00,12:37:00,17,completed
TR01275,L006,VH0081,inbound,2024-12-13,21:20:00,15:16:00,73,in_progress
TR01276,L013,VH0055,inbound,2025-02-22,09:56:00,14:57:00,79,completed
TR01277,L037,VH0065,outbound,2025-10-19,07:21:00,23:30:00,49,cancelled
TR01278,L016,VH0027,inbound,2025-09-04,20:10:00,11:57:00,15,delayed
TR01279,L037,VH0077,inbound,2024-05-06,18:18:00,07:16:00,23,cancelled
TR01280,L005,VH0105,outbound,2024-02-09,20:35:00,21:42:00,15,delayed
TR01281,L039,VH0042,outbound,2025-05-20,12:57:00,10:06:00,23,in_progress
TR01282,L010,VH0030,outbound,2024-01-09,11:23:00,10:51:00,58,cancelled
TR01283,L045,VH0108,inbound,2025-06-11,18:58:00,10:18:00,79,cancelled
TR01284,L003,VH0046,inbound,2025-02-21,12:10:00,22:10:00,37,completed
TR01285,L010,VH0030,inbound,2025-07-04,15:01:00,16:14:00,68,completed
TR01286,L039,VH0058,inbound,2024-01-11,08:45:00,16:17:00,82,delayed
TR01287,L051,VH0025,inbound,2024-04-23,10:57:00,22:34:00,41,completed
TR01288,L045,VH0017,inbound,2025-03-11,17:53:00,17:53:00,15,cancelled
TR01289,L020,VH0082,inbound,2024-01-04,18:19:00,22:36:00,24,delayed
TR01290,L008,VH0102,outbound,2024-07-09,16:18:00,21:09:00,27,completed
TR01291,L033,VH0056,outbound,2025-10-27,20:38:00,13:27:00,18,cancelled
TR01292,L041,VH0083,outbound,2024-12-18,16:26:00,19:44:00,83,in_progress
TR01293,L018,VH0090,outbound,2024-03-18,05:56:00,08:15:00,50,cancelled
TR01294,L037,VH0117,inbound,2024-10-20,22:51:00,16:03:00,87,completed
TR01295,L035,VH0118,inbound,2024-09-11,23:14:00,11:35:00,22,delayed
TR01296,L004,VH0041,inbound,2024-04-03,12:44:00,09:11:00,24,completed
TR01297,L020,VH0046,outbound,2024-04-08,18:20:00,09:19:00,52,delayed
TR01298,L045,VH0023,inbound,2024-11-15,15:31:00,16:26:00,86,completed
TR01299,L054,VH0099,inbound,2025-08-13,13:47:00,17:54:00,30,in_progress
TR01300,L008,VH0032,inbound,2025-01-25,22:36:00,17:25:00,79,completed
TR01301,L008,VH0089,outbound,2024-07-09,17:11:00,13:48:00,55,completed
TR01302,L008,VH0023,inbound,2024-05-15,08:03:00,07:54:00,71,completed
TR01303,L033,VH0011,outbound,2024-12-15,06:37:00,15:15:00,66,completed
TR01304,L035,VH0104,inbound,2024-04-30,22:45:00,07:23:00,25,cancelled
TR01305,L044,VH0031,outbound,2025-10-12,19:05:00,17:08:00,77,completed
TR01306,L004,VH0094,inbound,2024-07-04,18:15:00,12:54:00,54,in_progress
TR01307,L012,VH0069,inbound,2024-01-27,19:43:00,14:59:00,64,in_progress
TR01308,L046,VH0119,inbound,2024-09-20,06:46:00,18:50:00,31,completed
TR01309,L042,VH0006,outbound,2025-07-23,22:13:00,13:56:00,15,completed
TR01310,L014,VH0019,inbound,2024-06-09,06:13:00,14:06:00,57,completed
TR01311,L053,VH0112,inbound,2025-11-08,08:29:00,13:01:00,66,completed
TR01312,L029,VH0082,outbound,2024-01-07,22:26:00,13:30:00,86,cancelled
TR01313,L028,VH0004,inbound,2025-06-11,08:58:00,17:49:00,74,in_progress
TR01314,L031,VH0001,outbound,2024-12-26,18:59:00,19:47:00,19,in_progress
TR01315,L004,VH0056,inbound,2025-07-03,19:08:00,19:12:00,28,completed
TR01316,L031,VH0014,inbound,2025-02-23,16:00:00,22:37:00,61,completed
TR01317,L020,VH0071,inbound,2025-01-09,13:58:00,13:18:00,68,cancelled
TR01318,L053,VH0104,inbound,2024-02-04,17:21:00,16:09:00,74,delayed
TR01319,L016,VH0102,outbound,2024-08-28,06:59:00,06:53:00,68,cancelled
TR01320,L041,VH0008,outbound,2025-05-27,09:53:00,09:11:00,87,completed
TR01321,L028,VH0091,outbound,2024-08-17,12:13:00,18:45:00,39,completed
TR01322,L053,VH0120,outbound,2025-06-20,16:00:00,06:06:00,27,in_progress
TR01323,L055,VH0077,inbound,2024-12-31,12:06:00,17:59:00,87,completed
TR01324,L015,VH0075,outbound,2025-01-05,13:53:00,06:02:00,75,in_progress
TR01325,L017,VH0068,outbound,2025-04-29,22:00:00,10:21:00,45,in_progress
TR01326,L054,VH0052,inbound,2025-08-23,09:29:00,19:19:00,42,in_progress
TR01327,L019,VH0027,outbound,2024-11-02,05:41:00,07:10:00,15,delayed
TR01328,L013,VH0034,inbound,2025-02-19,05:11:00,10:01:00,82,completed
TR01329,L004,VH0102,outbound,2024-04-08,18:30:00,17:46:00,63,cancelled
TR01330,L043,VH0010,inbound,2024-07-12,13:51:00,14:45:00,52,completed
TR01331,L050,VH0098,outbound,2025-11-02,13:44:00,12:56:00,48,completed
