stop_event_id,trip_id,station_id,scheduled_arrival,actual_arrival,delay_seconds,passenger_boarding,passenger_alighting,platform
SE01155,TR01442,ST0124,23:32:00,06:13:00,600,39,161,B
SE01156,TR00025,ST0069,16:16:00,11:54:00,0,125,99,Quai Sud
SE01157,TR00758,ST0106,20:07:00,07:23:00,120,81,121,A
SE01158,TR00313,ST0158,18:26:00,19:21:00,60,165,112,2
SE01159,TR00712,ST0074,14:10:00,10:56:00,0,150,75,Quai Nord
SE01160,TR00450,ST0094,11:14:00,22:34:00,300,182,66,
SE01161,TR01498,ST0032,17:05:00,11:29:00,180,95,45,
SE01162,TR01354,ST0119,19:28:00,09:34:00,0,180,138,A
SE01163,TR01161,ST0162,09:06:00,17:22:00,60,192,40,Quai Nord
SE01164,TR00673,ST0076,17:37:00,11:09:00,120,171,66,1
SE01165,TR00143,ST0203,06:06:00,10:41:00,600,26,22,2
SE01166,TR00376,ST0102,15:45:00,10:54:00,180,24,19,B
SE01167,TR00108,ST0050,08:59:00,13:59:00,120,109,166,1
SE01168,TR00730,ST0145,14:53:00,23:24:00,180,17,49,B
SE01169,TR00825,ST0114,14:37:00,23:21:00,180,102,121,2
SE01170,TR01309,ST0083,21:53:00,10:20:00,600,196,89,1
SE01171,TR01092,ST0058,13:40:00,16:15:00,180,113,32,2
SE01172,TR00443,ST0184,23:15:00,05:56:00,0,150,22,1
SE01173,TR00696,ST0034,08:04:00,10:12:00,0,192,131,B
SE01174,TR00840,ST0045,18:34:00,15:20:00,60,127,83,Quai Nord
SE01175,TR00529,ST0113,18:38:00,14:31:00,0,159,143,B
SE01176,TR01460,ST0072,13:19:00,18:47:00,300,22,173,1
SE01177,TR00900,ST0034,18:57:00,10:24:00,600,130,142,Quai Sud
SE01178,TR01491,ST0235,15:52:00,18:51:00,0,56,49,A
SE01179,TR01135,ST0215,10:57:00,22:47:00,60,78,136,Quai Sud
SE01180,TR01208,ST0223,10:21:00,06:08:00,0,120,11,2
SE01181,TR01092,ST0082,07:21:00,19:44:00,0,135,118,B
SE01182,TR00735,ST0075,08:51:00,23:39:00,0,1,157,
SE01183,TR00566,ST0093,15:02:00,13:18:00,60,129,58,B
SE01184,TR00415,ST0130,21:56:00,07:22:00,600,90,200,B
SE01185,TR00758,ST0131,09:02:00,11:29:00,600,181,145,Quai Sud
SE01186,TR00307,ST0184,07:15:00,16:49:00,0,156,115,Quai Nord
SE01187,TR00185,ST0031,12:29:00,05:36:00,600,191,150,Quai Sud
SE01188,TR00667,ST0028,14:11:00,09:45:00,0,156,143,2
SE01189,TR00361,ST0241,23:10:00,19:26:00,0,21,178,Quai Nord
SE01190,TR01209,ST0155,20:57:00,20:32:00,300,4,97,B
SE01191,TR00979,ST0088,06:27:00,07:51:00,0,85,104,Quai Nord
SE01192,TR00291,ST0015,11:50:00,11:57:00,180,118,185,A
SE01193,TR01324,ST0092,16:51:00,18:07:00,120,46,161,A
SE01194,TR01376,ST0223,23:07:00,17:45:00,0,35,157,A
SE01195,TR00657,ST0114,16:23:00,14:47:00,0,38,100,1
SE01196,TR01234,ST0086,11:13:00,10:32:00,600,68,99,B
SE01197,TR01351,ST0143,22:56:00,09:25:00,300,90,167,1
SE01198,TR01175,ST0159,14:05:00,10:58:00,300,168,116,1
SE01199,TR01390,ST0140,22:13:00,06:40:00,0,141,62,Quai Sud
SE01200,TR00343,ST0225,10:45:00,07:57:00,120,129,111,Quai Sud
SE01201,TR00466,ST0094,13:21:00,13:48:00,180,22,68,B
SE01202,TR00935,ST0184,09:26:00,20:45:00,60,71,99,1
SE01203,TR01296,ST0117,12:04:00,19:33:00,600,168,85,B
SE01204,TR00183,ST0061,20:05:00,09:39:00,600,115,39,B
SE01205,TR00259,ST0041,05:59:00,21:30:00,60,96,172,1
SE01206,TR01110,ST0081,09:29:00,23:46:00,0,129,163,A
SE01207,TR00453,ST0196,09:47:00,14:17:00,0,190,196,A
SE01208,TR00249,ST0009,14:29:00,07:12:00,120,34,6,Quai Nord
SE01209,TR00497,ST0038,20:11:00,16:28:00,180,137,131,1
SE01210,TR01148,ST0039,19:20:00,22:31:00,0,87,58,2
SE01211,TR00876,ST0144,18:04:00,15:07:00,0,38,1,
SE01212,TR01360,ST0077,23:36:00,15:32:00,180,177,121,1
SE01213,TR01271,ST0123,07:02:00,20:13:00,0,93,13,A
SE01214,TR00212,ST0013,11:49:00,06:19:00,600,4,102,1
SE01215,TR00012,ST0056,07:10:00,13:49:00,0,25,192,1
SE01216,TR01328,ST0204,10:39:00,17:56:00,0,74,34,Quai Nord
SE01217,TR01376,ST0082,06:10:00,14:43:00,180,76,81,Quai Nord
SE01218,TR00439,ST0220,07:52:00,19:59:00,0,194,110,2
SE01219,TR00409,ST0208,08:39:00,14:27:00,300,50,88,B
SE01220,TR00291,ST0135,17:49:00,20:22:00,300,115,114,A
SE01221,TR00384,ST0070,11:43:00,16:36:00,60,44,145,Quai Nord
SE01222,TR00386,ST0032,08:27:00,12:08:00,600,163,145,B
SE01223,TR00013,ST0203,18:11:00,18:03:00,0,38,158,
SE01224,TR00440,ST0130,09:15:00,18:47:00,120,168,32,2
SE01225,TR00676,ST0005,19:06:00,19:20:00,0,120,4,1
SE01226,TR01460,ST0047,19:48:00,06:19:00,60,97,178,A
SE01227,TR00630,ST0135,16:36:00,10:05:00,600,119,20,A
SE01228,TR00864,ST0176,16:31:00,11:20:00,60,159,56,1
SE01229,TR00941,ST0125,21:56:00,10:58:00,120,144,74,Quai Sud
SE01230,TR01480,ST0187,11:26:00,08:27:00,0,154,168,A
SE01231,TR00643,ST0144,10:21:00,14:32:00,0,177,63,Quai Sud
SE01232,TR00727,ST0160,06:35:00,06:49:00,180,167,55,
SE01233,TR01040,ST0024,09:52:00,22:43:00,600,115,159,
SE01234,TR01052,ST0227,08:06:00,17:30:00,120,11,93,2
SE01235,TR01068,ST0012,22:22:00,11:41:00,600,113,160,Quai Nord
SE01236,TR00106,ST0241,08:11:00,13:00:00,600,130,165,
SE01237,TR00724,ST0193,16:36:00,20:33:00,0,62,185,1
SE01238,TR00816,ST0108,05:58:00,23:07:00,0,22,149,Quai Nord
SE01239,TR01404,ST0202,23:04:00,06:46:00,0,170,182,B
SE01240,TR01358,ST0175,11:00:00,13:06:00,120,70,195,1
SE01241,TR00698,ST0169,22:20:00,07:52:00,180,152,38,A
SE01242,TR00848,ST0129,05:14:00,05:15:00,600,151,34,Quai Sud
SE01243,TR01104,ST0212,18:49:00,20:27:00,0,7,123,Quai Nord
SE01244,TR01347,ST0137,12:06:00,21:43:00,600,95,118,1
SE01245,TR01299,ST0052,23:46:00,18:07:00,600,191,95,Quai Sud
SE01246,TR01073,ST0107,18:27:00,17:42:00,180,103,11,
SE01247,TR00242,ST0031,06:11:00,07:04:00,120,167,16,Quai Nord
SE01248,TR01364,ST0195,17:58:00,23:59:00,600,179,186,2
SE01249,TR00380,ST0008,10:36:00,16:41:00,120,147,64,Quai Nord
SE01250,TR01429,ST0027,22:11:00,10:08:00,60,20,23,B
SE01251,TR00059,ST0243,20:23:00,20:26:00,120,169,106,2
SE01252,TR01493,ST0003,12:17:00,17:37:00,0,97,56,1
SE01253,TR00686,ST0005,22:37:00,09:05:00,0,150,132,2
SE01254,TR00941,ST0031,06:04:00,19:57:00,60,186,192,2
SE01255,TR00686,ST0004,14:00:00,05:36:00,180,5,145,Quai Nord
SE01256,TR00633,ST0187,21:26:00,06:18:00,300,6,21,2
SE01257,TR00374,ST0127,11:00:00,20:41:00,300,66,53,1
SE01258,TR01157,ST0096,19:39:00,14:38:00,180,16,61,Quai Nord
SE01259,TR00993,ST0247,16:33:00,06:47:00,0,146,99,A
SE01260,TR00109,ST0226,19:44:00,07:44:00,600,167,45,2
SE01261,TR01086,ST0031,19:05:00,07:04:00,120,99,173,Quai Sud
SE01262,TR01367,ST0234,08:42:00,19:02:00,0,144,19,A
SE01263,TR00593,ST0171,18:37:00,23:24:00,60,104,86,Quai Sud
SE01264,TR00542,ST0205,22:08:00,10:38:00,180,198,79,2
SE01265,TR00196,ST0245,12:34:00,17:01:00,300,38,183,2
SE01266,TR00748,ST0204,16:12:00,12:24:00,60,195,77,A
SE01267,TR00261,ST0051,14:58:00,05:52:00,0,36,51,Quai Sud
SE01268,TR00852,ST0214,23:57:00,20:38:00,0,108,66,
SE01269,TR00173,ST0103,09:36:00,10:47:00,300,14,191,A
SE01270,TR00230,ST0091,16:07:00,13:17:00,300,13,197,Quai Sud
SE01271,TR00827,ST0078,23:34:00,21:46:00,0,116,192,2
SE01272,TR00689,ST0033,13:15:00,17:11:00,60,79,103,1
SE01273,TR01081,ST0073,23:28:00,10:38:00,600,145,188,Quai Nord
SE01274,TR00301,ST0202,15:58:00,11:49:00,300,149,5,1
SE01275,TR01173,ST0128,08:18:00,07:01:00,600,70,80,Quai Nord
SE01276,TR00580,ST0099,10:37:00,15:55:00,0,23,33,B
SE01277,TR00464,ST0240,19:01:00,21:42:00,300,120,153,2
SE01278,TR00324,ST0097,05:42:00,19:07:00,600,25,140,1
SE01279,TR01476,ST0196,09:23:00,13:34:00,600,91,107,A
SE01280,TR00585,ST0026,21:22:00,23:30:00,120,152,147,A
SE01281,TR00542,ST0036,13:10:00,06:06:00,180,96,96,Quai Sud
SE01282,TR01281,ST0035,19:42:00,23:27:00,0,164,165,A
SE01283,TR00431,ST0200,13:16:00,09:18:00,0,21,38,A
SE01284,TR00373,ST0197,23:44:00,19:39:00,0,58,7,
SE01285,TR00527,ST0121,21:11:00,08:27:00,0,174,146,1
SE01286,TR00282,ST0168,18:50:00,11:25:00,120,146,135,B
SE01287,TR00221,ST0085,22:44:00,05:13:00,600,178,131,
SE01288,TR00634,ST0022,19:49:00,12:30:00,600,135,168,
SE01289,TR01287,ST0183,16:04:00,19:28:00,60,34,47,1
SE01290,TR01464,ST0237,20:18:00,07:52:00,60,123,109,
SE01291,TR00770,ST0214,11:07:00,08:21:00,0,42,51,2
SE01292,TR00035,ST0076,08:53:00,08:37:00,0,51,65,Quai Sud
SE01293,TR00321,ST0202,22:10:00,10:12:00,60,40,148,Quai Nord
SE01294,TR00780,ST0190,09:16:00,15:33:00,60,104,126,Quai Sud
SE01295,TR01151,ST0202,19:02:00,23:57:00,0,97,164,1
SE01296,TR00516,ST0002,16:33:00,16:53:00,0,123,3,Quai Sud
SE01297,TR00762,ST0202,11:24:00,13:35:00,600,45,163,B
SE01298,TR00905,ST0048,10:27:00,18:06:00,0,124,130,A
SE01299,TR00605,ST0208,11:59:00,17:08:00,600,47,166,1
SE01300,TR00100,ST0064,06:38:00,10:26:00,0,4,78,
SE01301,TR00503,ST0037,21:40:00,19:22:00,60,190,118,B
SE01302,TR00369,ST0186,15:19:00,14:18:00,120,3,200,
SE01303,TR01165,ST0006,10:13:00,17:06:00,180,114,190,Quai Sud
SE01304,TR01081,ST0194,22:26:00,06:00:00,0,79,104,2
SE01305,TR00226,ST0121,10:46:00,12:30:00,60,43,39,A
SE01306,TR01241,ST0024,12:59:00,12:24:00,0,170,126,Quai Nord
SE01307,TR01351,ST0106,13:59:00,20:17:00,0,110,156,1
SE01308,TR01289,ST0212,11:21:00,11:08:00,0,52,175,
SE01309,TR00190,ST0041,15:25:00,12:30:00,0,194,28,A
SE01310,TR00442,ST0167,19:06:00,07:38:00,0,128,182,A
SE01311,TR00192,ST0211,12:37:00,18:29:00,300,155,172,B
SE01312,TR00862,ST0245,11:19:00,16:13:00,0,145,54,
SE01313,TR00749,ST0001,12:21:00,06:34:00,300,69,159,
SE01314,TR00497,ST0244,21:53:00,05:27:00,0,3,165,2
SE01315,TR00265,ST0086,10:16:00,09:48:00,300,37,3,B
SE01316,TR00892,ST0129,12:45:00,23:13:00,60,85,19,
SE01317,TR00852,ST0060,14:53:00,23:48:00,0,106,36,Quai Nord
SE01318,TR00452,ST0221,08:54:00,09:13:00,0,4,144,Quai Sud
SE01319,TR00563,ST0176,22:51:00,22:30:00,0,168,4,1
SE01320,TR00660,ST0066,18:40:00,05:32:00,180,136,144,1
SE01321,TR01430,ST0042,14:03:00,23:28:00,0,30,72,2
SE01322,TR00452,ST0192,20:07:00,06:04:00,300,157,14,A
SE01323,TR00610,ST0003,22:23:00,14:48:00,600,186,190,2
SE01324,TR00564,ST0199,23:55:00,05:37:00,60,116,185,2
SE01325,TR00315,ST0190,11:00:00,07:40:00,0,169,106,
SE01326,TR00783,ST0043,14:56:00,21:25:00,300,148,144,1
SE01327,TR01035,ST0030,11:49:00,21:37:00,0,7,171,Quai Sud
SE01328,TR00349,ST0123,09:28:00,14:49:00,180,130,73,1
SE01329,TR00964,ST0135,07:42:00,09:11:00,120,128,5,A
SE01330,TR00179,ST0162,06:49:00,17:30:00,300,148,62,1
SE01331,TR01007,ST0079,18:16:00,06:22:00,600,63,142,Quai Nord
SE01332,TR01122,ST0056,11:28:00,15:06:00,0,133,125,1
SE01333,TR01246,ST0209,20:58:00,13:25:00,300,135,103,B
SE01334,TR00799,ST0167,08:19:00,12:43:00,120,67,109,B
SE01335,TR00790,ST0168,23:55:00,17:38:00,600,166,102,
SE01336,TR01442,ST0121,16:51:00,16:38:00,300,5,79,Quai Sud
SE01337,TR00194,ST0213,05:30:00,07:12:00,300,198,122,1
SE01338,TR00665,ST0234,05:39:00,09:16:00,180,14,189,A
SE01339,TR00984,ST0134,10:18:00,18:41:00,120,98,38,Quai Sud
SE01340,TR01005,ST0115,17:53:00,12:49:00,0,136,72,A
SE01341,TR00824,ST0010,13:43:00,15:43:00,60,198,200,
SE01342,TR01491,ST0035,09:00:00,15:31:00,120,155,86,Quai Nord
SE01343,TR01015,ST0234,22:36:00,17:10:00,180,65,154,A
SE01344,TR00183,ST0011,13:43:00,16:05:00,60,32,70,
SE01345,TR01283,ST0200,14:56:00,06:59:00,0,172,200,1
SE01346,TR00290,ST0195,18:20:00,12:09:00,600,78,131,1
SE01347,TR00022,ST0168,06:52:00,11:51:00,0,73,40,
SE01348,TR00125,ST0013,05:44:00,14:12:00,0,135,17,B
SE01349,TR00510,ST0166,08:54:00,19:54:00,180,39,135,Quai Nord
SE01350,TR00675,ST0108,05:33:00,09:10:00,0,103,134,Quai Sud
SE01351,TR01136,ST0180,07:02:00,12:03:00,0,191,153,A
SE01352,TR01230,ST0231,20:16:00,21:32:00,0,119,141,A
SE01353,TR01355,ST0057,22:54:00,07:37:00,300,21,10,A
SE01354,TR00695,ST0092,22:24:00,12:26:00,180,44,159,
SE01355,TR00382,ST0190,17:50:00,14:48:00,180,41,158,B
SE01356,TR00378,ST0155,06:54:00,13:41:00,120,19,69,Quai Sud
SE01357,TR01148,ST0156,10:51:00,07:22:00,60,165,185,
SE01358,TR01382,ST0005,21:00:00,14:03:00,300,18,89,2
SE01359,TR00783,ST0006,05:40:00,14:07:00,300,96,18,Quai Nord
SE01360,TR01338,ST0015,19:55:00,16:48:00,180,49,65,2
SE01361,TR00962,ST0150,06:40:00,08:13:00,300,199,117,2
SE01362,TR01215,ST0020,08:29:00,21:54:00,300,103,47,
SE01363,TR00038,ST0146,06:34:00,07:50:00,0,147,103,B
SE01364,TR00115,ST0175,06:17:00,19:07:00,120,10,13,1
SE01365,TR01388,ST0115,10:57:00,19:49:00,0,79,160,1
SE01366,TR00525,ST0157,06:51:00,13:12:00,0,158,102,
SE01367,TR01045,ST0088,12:16:00,06:34:00,0,86,200,A
SE01368,TR01472,ST0058,20:17:00,16:11:00,120,23,153,B
SE01369,TR01295,ST0195,09:57:00,12:52:00,300,26,10,1
SE01370,TR00280,ST0129,23:30:00,18:01:00,120,100,15,A
SE01371,TR00135,ST0047,21:19:00,23:32:00,0,38,35,Quai Nord
SE01372,TR01081,ST0116,07:53:00,11:16:00,60,195,119,
SE01373,TR01316,ST0153,18:59:00,21:27:00,180,51,192,B
SE01374,TR00853,ST0006,13:50:00,08:12:00,180,36,113,
SE01375,TR00683,ST0060,06:39:00,19:21:00,300,156,13,2
SE01376,TR00128,ST0148,16:18:00,10:20:00,60,7,120,A
SE01377,TR00317,ST0155,09:00:00,05:59:00,300,189,181,1
SE01378,TR00738,ST0041,11:14:00,19:40:00,120,145,120,Quai Sud
SE01379,TR00486,ST0245,12:13:00,23:16:00,0,4,12,B
SE01380,TR00769,ST0017,10:00:00,14:51:00,0,75,175,B
SE01381,TR00561,ST0031,23:53:00,15:36:00,0,159,103,
SE01382,TR01293,ST0102,09:34:00,14:58:00,120,138,192,2
SE01383,TR00829,ST0033,16:43:00,13:52:00,0,173,121,B
SE01384,TR00778,ST0212,17:00:00,19:23:00,180,69,173,2
SE01385,TR00854,ST0153,10:19:00,09:22:00,300,57,37,Quai Nord
SE01386,TR00270,ST0087,14:29:00,10:24:00,120,84,127,1
SE01387,TR01191,ST0032,13:19:00,17:23:00,0,49,71,B
SE01388,TR00827,ST0181,09:48:00,21:33:00,300,148,15,A
SE01389,TR00800,ST0203,17:06:00,20:41:00,600,50,18,1
SE01390,TR00018,ST0126,19:12:00,09:39:00,60,17,6,Quai Nord
SE01391,TR00133,ST0079,09:47:00,15:22:00,60,65,176,
SE01392,TR01478,ST0180,10:56:00,22:53:00,180,26,110,2
SE01393,TR01038,ST0238,16:08:00,14:06:00,120,167,83,Quai Sud
SE01394,TR00749,ST0173,18:49:00,23:13:00,60,28,119,A
SE01395,TR00471,ST0165,13:21:00,23:10:00,0,4,128,2
SE01396,TR00222,ST0135,05:00:00,22:11:00,0,175,145,Quai Nord
SE01397,TR01350,ST0124,05:13:00,13:40:00,300,187,123,2
SE01398,TR00940,ST0006,13:03:00,21:50:00,300,17,110,B
SE01399,TR00579,ST0109,19:57:00,16:48:00,0,107,67,B
SE01400,TR01464,ST0104,07:56:00,18:22:00,0,90,186,Quai Nord
SE01401,TR00863,ST0148,05:41:00,08:48:00,60,84,67,2
SE01402,TR00435,ST0179,05:58:00,18:03:00,0,80,128,Quai Nord
SE01403,TR01210,ST0081,05:16:00,22:40:00,0,11,70,2
SE01404,TR00994,ST0102,06:21:00,15:53:00,300,107,67,B
SE01405,TR01271,ST0110,06:27:00,19:27:00,300,121,129,A
SE01406,TR01459,ST0050,19:22:00,19:28:00,120,96,48,Quai Sud
SE01407,TR00900,ST0057,05:45:00,07:38:00,300,13,130,
SE01408,TR00167,ST0188,08:35:00,19:26:00,600,1,46,Quai Nord
SE01409,TR00525,ST0036,23:43:00,14:49:00,120,19,57,A
SE01410,TR00017,ST0154,16:20:00,12:47:00,0,179,33,Quai Sud
SE01411,TR01340,ST0180,20:33:00,18:57:00,120,123,26,Quai Sud
SE01412,TR00864,ST0236,17:17:00,21:41:00,180,26,26,B
SE01413,TR01374,ST0044,16:12:00,16:01:00,180,9,81,A
SE01414,TR00880,ST0163,09:26:00,23:21:00,600,109,19,Quai Sud
SE01415,TR00926,ST0013,22:51:00,10:54:00,60,139,20,B
SE01416,TR01178,ST0083,19:53:00,16:53:00,120,197,25,B
SE01417,TR00684,ST0157,21:52:00,22:56:00,300,165,49,Quai Nord
SE01418,TR00950,ST0164,10:51:00,18:25:00,120,2,83,Quai Sud
SE01419,TR00030,ST0092,10:24:00,19:53:00,60,96,40,Quai Nord
SE01420,TR01217,ST0180,14:16:00,16:31:00,180,17,123,
SE01421,TR00077,ST0120,23:03:00,06:57:00,180,167,6,B
SE01422,TR00697,ST0044,22:49:00,14:44:00,0,174,140,A
SE01423,TR00560,ST0209,17:28:00,21:20:00,120,64,72,Quai Sud
SE01424,TR01149,ST0184,22:05:00,05:40:00,0,89,91,Quai Nord
SE01425,TR01121,ST0027,09:08:00,05:57:00,0,78,41,Quai Nord
SE01426,TR00282,ST0145,21:52:00,19:05:00,60,149,88,A
SE01427,TR00783,ST0040,06:48:00,23:32:00,120,42,21,
SE01428,TR01421,ST0167,22:17:00,17:33:00,0,131,199,Quai Nord
SE01429,TR00402,ST0167,11:46:00,20:16:00,600,12,92,
SE01430,TR00488,ST0078,09:08:00,17:36:00,0,179,33,A
SE01431,TR00551,ST0062,05:42:00,09:39:00,0,193,83,2
SE01432,TR01009,ST0099,08:25:00,20:21:00,0,174,48,2
SE01433,TR01029,ST0242,20:03:00,22:47:00,60,153,194,Quai Sud
SE01434,TR00083,ST0177,16:03:00,13:49:00,120,125,11,Quai Nord
SE01435,TR00294,ST0228,15:08:00,15:26:00,0,138,87,A
SE01436,TR01136,ST0011,09:00:00,17:14:00,120,12,51,Quai Sud
SE01437,TR01497,ST0027,14:36:00,23:15:00,600,158,114,
SE01438,TR01305,ST0229,08:57:00,13:19:00,600,144,16,Quai Sud
SE01439,TR01391,ST0119,20:53:00,15:51:00,120,68,112,Quai Sud
SE01440,TR00204,ST0169,14:57:00,13:15:00,120,47,5,Quai Nord
SE01441,TR00372,ST0066,14:30:00,21:48:00,0,12,199,Quai Sud
SE01442,TR00024,ST0056,16:02:00,08:15:00,180,90,129,B
SE01443,TR01465,ST0100,06:11:00,09:27:00,60,187,192,
SE01444,TR00866,ST0184,08:12:00,10:07:00,300,98,95,Quai Sud
SE01445,TR00203,ST0064,10:17:00,23:30:00,180,177,160,Quai Nord
SE01446,TR01064,ST0133,15:48:00,07:16:00,600,192,54,
SE01447,TR00129,ST0234,18:50:00,18:24:00,120,155,194,B
SE01448,TR01075,ST0153,13:33:00,16:45:00,0,189,117,2
SE01449,TR00244,ST0103,10:31:00,12:31:00,180,156,180,A
SE01450,TR00659,ST0223,08:54:00,08:33:00,120,65,139,
SE01451,TR00349,ST0093,10:54:00,19:27:00,600,68,93,1
SE01452,TR01138,ST0241,12:50:00,14:46:00,300,3,72,A
SE01453,TR00611,ST0042,10:19:00,10:30:00,0,0,126,2
SE01454,TR00177,ST0082,13:21:00,08:47:00,300,162,4,A
SE01455,TR00636,ST0011,11:20:00,09:24:00,0,167,12,
SE01456,TR01408,ST0175,08:20:00,05:29:00,0,91,23,B
SE01457,TR00422,ST0110,13:41:00,11:42:00,600,190,164,A
SE01458,TR00755,ST0189,20:19:00,07:51:00,0,64,137,Quai Sud
SE01459,TR00220,ST0111,09:41:00,10:39:00,600,44,183,Quai Nord
SE01460,TR01361,ST0225,11:43:00,16:59:00,180,1,172,B
SE01461,TR00104,ST0122,07:08:00,19:12:00,300,30,146,1
SE01462,TR01010,ST0005,18:39:00,12:45:00,0,87,47,
SE01463,TR00963,ST0041,18:13:00,22:24:00,0,59,78,Quai Sud
SE01464,TR00338,ST0001,19:23:00,11:55:00,300,58,96,A
SE01465,TR01307,ST0044,06:19:00,12:50:00,600,81,37,1
SE01466,TR00503,ST0069,07:33:00,14:05:00,600,90,28,
SE01467,TR01498,ST0136,07:52:00,13:33:00,300,35,103,B
SE01468,TR00568,ST0192,17:39:00,21:43:00,0,113,35,A
SE01469,TR00964,ST0138,09:56:00,14:24:00,120,169,152,A
SE01470,TR00903,ST0073,22:49:00,14:38:00,600,141,89,1
SE01471,TR00114,ST0177,13:50:00,22:37:00,60,66,23,2
SE01472,TR00957,ST0060,21:02:00,19:26:00,180,125,110,
SE01473,TR00449,ST0085,06:04:00,17:36:00,0,177,101,Quai Nord
SE01474,TR00449,ST0180,16:49:00,08:06:00,60,32,5,A
SE01475,TR01342,ST0126,23:15:00,20:08:00,300,183,153,1
SE01476,TR00871,ST0182,09:01:00,13:32:00,60,50,110,Quai Nord
SE01477,TR00768,ST0065,12:28:00,18:03:00,0,121,102,2
SE01478,TR00115,ST0211,16:22:00,08:08:00,600,36,176,Quai Sud
SE01479,TR00856,ST0246,17:34:00,05:28:00,120,127,150,1
SE01480,TR01433,ST0061,13:30:00,07:38:00,0,41,139,B
SE01481,TR00118,ST0010,05:16:00,22:47:00,0,116,138,Quai Sud
SE01482,TR00524,ST0099,21:51:00,21:16:00,0,92,158,1
SE01483,TR01376,ST0148,09:19:00,11:00:00,0,179,178,B
SE01484,TR01350,ST0010,07:51:00,12:19:00,180,185,115,
SE01485,TR01131,ST0113,21:37:00,15:29:00,60,118,170,1
SE01486,TR00560,ST0073,05:56:00,20:40:00,300,192,76,2
SE01487,TR01360,ST0180,12:14:00,06:34:00,300,119,143,1
SE01488,TR00439,ST0207,15:23:00,18:51:00,0,23,5,1
SE01489,TR00912,ST0085,16:23:00,07:52:00,0,161,36,Quai Sud
SE01490,TR00864,ST0196,10:53:00,09:16:00,0,79,14,A
SE01491,TR00436,ST0126,22:14:00,05:11:00,0,119,144,B
SE01492,TR00517,ST0242,08:47:00,08:10:00,0,116,171,Quai Sud
SE01493,TR01148,ST0207,22:41:00,08:46:00,0,166,26,A
SE01494,TR00751,ST0011,08:49:00,05:43:00,0,126,135,
SE01495,TR00364,ST0007,13:37:00,19:46:00,180,125,151,Quai Nord
SE01496,TR00296,ST0140,17:43:00,05:38:00,60,119,152,Quai Sud
SE01497,TR01404,ST0081,12:33:00,20:54:00,60,31,166,Quai Sud
SE01498,TR00581,ST0225,20:00:00,23:02:00,300,124,155,2
SE01499,TR01473,ST0112,08:06:00,07:27:00,600,142,60,2
SE01500,TR00968,ST0054,07:42:00,23:24:00,600,20,97,1
SE01501,TR00008,ST0043,05:42:00,14:04:00,60,108,96,Quai Sud
SE01502,TR00512,ST0240,17:59:00,11:24:00,60,94,102,A
SE01503,TR01401,ST0027,07:41:00,17:59:00,60,160,55,1
SE01504,TR00831,ST0216,06:40:00,18:22:00,0,82,154,B
SE01505,TR00382,ST0086,16:45:00,07:35:00,120,101,14,2
SE01506,TR01134,ST0221,20:02:00,18:57:00,120,167,35,B
SE01507,TR01463,ST0001,15:04:00,21:44:00,120,43,87,B
SE01508,TR00143,ST0204,21:56:00,08:53:00,0,168,187,Quai Sud
SE01509,TR00166,ST0216,17:53:00,15:53:00,120,40,43,
SE01510,TR00485,ST0247,19:21:00,20:20:00,120,19,11,Quai Sud
SE01511,TR00684,ST0089,07:03:00,07:23:00,0,90,131,Quai Nord
SE01512,TR00724,ST0086,07:00:00,19:21:00,300,52,67,1
SE01513,TR00329,ST0244,10:18:00,13:24:00,300,183,43,Quai Sud
SE01514,TR00117,ST0032,13:23:00,15:34:00,180,49,38,2
SE01515,TR00253,ST0112,13:27:00,13:06:00,0,195,196,B
SE01516,TR00557,ST0104,10:59:00,16:02:00,0,155,38,Quai Nord
SE01517,TR01179,ST0001,07:09:00,13:12:00,300,126,163,Quai Nord
SE01518,TR00890,ST0214,16:54:00,05:42:00,300,90,57,1
SE01519,TR00780,ST0174,16:23:00,18:56:00,180,29,100,2
SE01520,TR00479,ST0075,18:40:00,08:40:00,600,58,159,Quai Nord
SE01521,TR00997,ST0005,16:40:00,08:39:00,300,95,124,B
SE01522,TR00397,ST0209,07:16:00,09:44:00,0,7,63,
SE01523,TR00047,ST0204,08:20:00,23:18:00,60,178,37,Quai Sud
SE01524,TR00242,ST0187,22:12:00,14:31:00,180,162,166,1
SE01525,TR01058,ST0005,06:42:00,14:57:00,0,46,115,Quai Sud
SE01526,TR00021,ST0081,23:12:00,07:49:00,300,110,119,
SE01527,TR00101,ST0012,13:03:00,07:59:00,0,85,178,
SE01528,TR01314,ST0186,13:07:00,17:18:00,180,105,66,Quai Sud
SE01529,TR01254,ST0242,10:17:00,13:13:00,60,75,43,1
SE01530,TR01474,ST0105,23:43:00,11:24:00,0,97,56,Quai Nord
SE01531,TR01072,ST0191,16:51:00,07:02:00,0,186,62,A
SE01532,TR00726,ST0149,11:26:00,22:02:00,0,63,163,Quai Sud
SE01533,TR01269,ST0060,13:35:00,13:10:00,120,198,197,Quai Sud
SE01534,TR00266,ST0231,07:15:00,16:56:00,0,132,19,Quai Nord
SE01535,TR00430,ST0083,23:52:00,11:43:00,0,121,72,1
SE01536,TR01402,ST0127,05:14:00,17:06:00,120,132,76,
SE01537,TR01325,ST0036,14:03:00,11:25:00,300,150,147,
SE01538,TR00248,ST0205,06:28:00,05:38:00,600,2,60,Quai Sud
