event_id,shipment_id,event_datetime,event_type,location,description
EVT000836,SHP000564,2023-10-11 06:20:00,arrival,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000837,SHP000324,2023-07-20 01:00:00,departure,"Moscow, Russia",Exception at Moscow
EVT000838,SHP000018,2025-04-07 05:00:00,arrival,"Chicago, USA",Delay at Chicago
EVT000839,SHP000286,2025-02-15 14:53:00,pickup,"Houston, USA",Arrival at Houston
EVT000840,SHP000021,2025-06-11 13:57:00,exception,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000841,SHP000433,2023-07-08 02:00:00,exception,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT000842,SHP000380,2023-06-27 22:05:00,exception,"Busan, South Korea",Delay at Busan
EVT000843,SHP000231,2023-01-04 14:34:00,arrival,"Busan, South Korea",Pickup at Busan
EVT000844,SHP000409,2024-07-04 19:30:00,pickup,"Toronto, Canada",Delivery at Toronto
EVT000845,SHP000016,2024-02-03 13:26:00,delivery,"Hong Kong, China",Departure at Hong Kong
EVT000846,SHP000302,2023-10-16 12:34:00,exception,"Mumbai, India",Delivery at Mumbai
EVT000847,SHP000579,2025-04-09 05:24:00,delivery,"Toronto, Canada",Customs Clearance at Toronto
EVT000848,SHP000016,2024-04-24 17:27:00,delivery,"Osaka, Japan",Delivery at Osaka
EVT000849,SHP000533,2023-08-31 15:33:00,exception,"São Paulo, Brazil",Exception at São Paulo
EVT000850,SHP000497,2023-05-29 11:01:00,arrival,"Toronto, Canada",Delay at Toronto
EVT000851,SHP000440,2025-01-13 14:54:00,pickup,"Hamburg, Germany",Delivery at Hamburg
EVT000852,SHP000466,2023-02-17 22:38:00,departure,"Felixstowe, UK",Departure at Felixstowe
EVT000853,SHP000023,2023-09-29 13:56:00,exception,"Singapore, Singapore",Delay at Singapore
EVT000854,SHP000368,2025-12-05 18:35:00,delay,"Chicago, USA",Delay at Chicago
EVT000855,SHP000192,2023-01-31 09:05:00,delivery,"Felixstowe, UK",Delay at Felixstowe
EVT000856,SHP000006,2025-01-24 04:04:00,delay,"Sydney, Australia",Customs Clearance at Sydney
EVT000857,SHP000370,2025-11-11 10:07:00,customs_clearance,"Houston, USA",Customs Clearance at Houston
EVT000858,SHP000468,2023-07-04 21:47:00,departure,"Busan, South Korea",Customs Clearance at Busan
EVT000859,SHP000304,2024-01-14 02:06:00,delivery,"Felixstowe, UK",Exception at Felixstowe
EVT000860,SHP000565,2024-07-28 02:38:00,exception,"Los Angeles, USA",Delivery at Los Angeles
EVT000861,SHP000413,2025-06-11 08:11:00,departure,"Los Angeles, USA",Departure at Los Angeles
EVT000862,SHP000489,2025-11-15 18:04:00,customs_clearance,"Houston, USA",Pickup at Houston
EVT000863,SHP000271,2024-06-29 04:06:00,delay,"Hong Kong, China",Delivery at Hong Kong
EVT000864,SHP000355,2024-08-24 11:31:00,delay,"Moscow, Russia",Delay at Moscow
EVT000865,SHP000047,2025-06-10 16:08:00,pickup,"Houston, USA",Delay at Houston
EVT000866,SHP000592,2023-09-16 11:31:00,delay,"Los Angeles, USA",Pickup at Los Angeles
EVT000867,SHP000589,2023-04-12 02:40:00,customs_clearance,"Shanghai, China",Departure at Shanghai
EVT000868,SHP000351,2024-07-17 01:29:00,departure,"Valencia, Spain",Departure at Valencia
EVT000869,SHP000140,2025-08-20 05:32:00,departure,"Antwerp, Belgium",Delivery at Antwerp
EVT000870,SHP000336,2023-01-11 01:05:00,customs_clearance,"Antwerp, Belgium",Delivery at Antwerp
EVT000871,SHP000530,2023-11-26 22:16:00,exception,"Hamburg, Germany",Customs Clearance at Hamburg
EVT000872,SHP000247,2023-10-07 13:04:00,customs_clearance,"Singapore, Singapore",Delivery at Singapore
EVT000873,SHP000383,2025-09-13 02:03:00,delay,"Shanghai, China",Arrival at Shanghai
EVT000874,SHP000576,2023-05-01 02:07:00,delivery,"São Paulo, Brazil",Arrival at São Paulo
EVT000875,SHP000002,2023-12-31 14:56:00,delay,"Toronto, Canada",Pickup at Toronto
EVT000876,SHP000089,2024-01-16 13:05:00,exception,"Houston, USA",Pickup at Houston
EVT000877,SHP000372,2025-06-21 01:52:00,delivery,"Mumbai, India",Departure at Mumbai
EVT000878,SHP000205,2023-03-09 14:04:00,delay,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000879,SHP000322,2023-01-31 00:30:00,arrival,"Moscow, Russia",Exception at Moscow
EVT000880,SHP000089,2024-10-01 17:45:00,arrival,"Osaka, Japan",Exception at Osaka
EVT000881,SHP000301,2023-10-16 18:33:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000882,SHP000569,2024-03-12 13:22:00,departure,"Sydney, Australia",Delivery at Sydney
EVT000883,SHP000264,2025-08-25 03:26:00,delay,"Antwerp, Belgium",Exception at Antwerp
EVT000884,SHP000091,2025-11-20 04:30:00,departure,"Toronto, Canada",Delay at Toronto
EVT000885,SHP000319,2023-06-19 06:57:00,delay,"Mumbai, India",Exception at Mumbai
EVT000886,SHP000073,2024-06-12 10:02:00,departure,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000887,SHP000575,2025-04-05 07:43:00,departure,"Moscow, Russia",Pickup at Moscow
EVT000888,SHP000480,2024-03-12 23:23:00,customs_clearance,"Busan, South Korea",Arrival at Busan
EVT000889,SHP000537,2024-11-21 04:26:00,delivery,"Mumbai, India",Pickup at Mumbai
EVT000890,SHP000416,2025-06-10 01:47:00,customs_clearance,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT000891,SHP000199,2024-03-24 22:16:00,arrival,"Sydney, Australia",Delivery at Sydney
EVT000892,SHP000516,2024-09-13 05:20:00,delay,"Tokyo, Japan",Departure at Tokyo
EVT000893,SHP000392,2024-09-02 12:58:00,departure,"São Paulo, Brazil",Delivery at São Paulo
EVT000894,SHP000049,2024-11-15 01:28:00,delay,"Houston, USA",Customs Clearance at Houston
EVT000895,SHP000284,2025-03-16 11:28:00,delivery,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000896,SHP000361,2025-01-15 12:10:00,departure,"Singapore, Singapore",Delivery at Singapore
EVT000897,SHP000188,2023-03-11 17:59:00,arrival,"Shanghai, China",Delay at Shanghai
EVT000898,SHP000333,2023-03-29 15:40:00,exception,"Dubai, UAE",Arrival at Dubai
EVT000899,SHP000029,2023-07-28 07:06:00,pickup,"Moscow, Russia",Pickup at Moscow
EVT000900,SHP000474,2025-03-05 03:38:00,exception,"Osaka, Japan",Pickup at Osaka
EVT000901,SHP000146,2024-08-27 22:28:00,exception,"Houston, USA",Customs Clearance at Houston
EVT000902,SHP000056,2023-12-29 05:40:00,pickup,"Moscow, Russia",Customs Clearance at Moscow
EVT000903,SHP000380,2024-10-07 08:44:00,pickup,"Mumbai, India",Exception at Mumbai
EVT000904,SHP000182,2023-06-19 21:08:00,departure,"Shanghai, China",Customs Clearance at Shanghai
EVT000905,SHP000322,2025-01-01 01:00:00,departure,"Sydney, Australia",Delay at Sydney
EVT000906,SHP000428,2023-06-11 10:07:00,arrival,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000907,SHP000188,2024-06-15 14:40:00,delivery,"Hong Kong, China",Arrival at Hong Kong
EVT000908,SHP000033,2024-08-01 01:53:00,customs_clearance,"Chicago, USA",Pickup at Chicago
EVT000909,SHP000454,2023-09-22 14:38:00,delivery,"Tokyo, Japan",Pickup at Tokyo
EVT000910,SHP000363,2025-01-19 20:01:00,departure,"Sydney, Australia",Exception at Sydney
EVT000911,SHP000068,2023-01-20 12:18:00,exception,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT000912,SHP000222,2023-01-25 06:44:00,delivery,"Busan, South Korea",Pickup at Busan
EVT000913,SHP000004,2024-12-14 04:02:00,departure,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT000914,SHP000047,2024-08-05 02:04:00,delivery,"Osaka, Japan",Arrival at Osaka
EVT000915,SHP000097,2024-11-20 19:39:00,departure,"Mumbai, India",Delivery at Mumbai
EVT000916,SHP000368,2024-05-13 11:43:00,delivery,"Hong Kong, China",Arrival at Hong Kong
EVT000917,SHP000151,2025-01-10 12:04:00,pickup,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT000918,SHP000418,2023-01-27 20:01:00,customs_clearance,"Barcelona, Spain",Delivery at Barcelona
EVT000919,SHP000439,2023-05-01 02:34:00,customs_clearance,"Mumbai, India",Exception at Mumbai
EVT000920,SHP000450,2024-06-22 01:49:00,exception,"Barcelona, Spain",Departure at Barcelona
EVT000921,SHP000491,2024-06-30 22:43:00,departure,"Osaka, Japan",Exception at Osaka
EVT000922,SHP000224,2024-02-01 18:54:00,arrival,"Moscow, Russia",Arrival at Moscow
EVT000923,SHP000595,2024-04-05 00:00:00,customs_clearance,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000924,SHP000470,2023-11-18 10:20:00,pickup,"Felixstowe, UK",Departure at Felixstowe
EVT000925,SHP000165,2024-12-13 00:04:00,customs_clearance,"São Paulo, Brazil",Departure at São Paulo
EVT000926,SHP000389,2024-06-06 04:57:00,customs_clearance,"Houston, USA",Departure at Houston
EVT000927,SHP000293,2025-07-29 17:16:00,departure,"Dubai, UAE",Delivery at Dubai
EVT000928,SHP000063,2024-01-18 21:36:00,exception,"São Paulo, Brazil",Delay at São Paulo
EVT000929,SHP000154,2024-03-29 09:21:00,delay,"Mumbai, India",Pickup at Mumbai
EVT000930,SHP000072,2023-03-07 18:02:00,exception,"Shanghai, China",Customs Clearance at Shanghai
EVT000931,SHP000048,2024-05-15 00:40:00,delay,"Hong Kong, China",Delivery at Hong Kong
EVT000932,SHP000570,2025-11-11 08:15:00,pickup,"Valencia, Spain",Departure at Valencia
EVT000933,SHP000120,2025-02-25 12:28:00,departure,"Singapore, Singapore",Delay at Singapore
EVT000934,SHP000140,2023-01-14 09:57:00,exception,"Toronto, Canada",Arrival at Toronto
EVT000935,SHP000468,2025-07-12 10:54:00,delivery,"Houston, USA",Delay at Houston
EVT000936,SHP000191,2023-12-17 18:47:00,delivery,"Singapore, Singapore",Delay at Singapore
EVT000937,SHP000434,2023-12-10 12:02:00,departure,"Busan, South Korea",Delay at Busan
EVT000938,SHP000247,2024-01-02 00:56:00,exception,"Valencia, Spain",Departure at Valencia
EVT000939,SHP000469,2024-12-25 16:11:00,pickup,"Hong Kong, China",Arrival at Hong Kong
EVT000940,SHP000474,2023-02-20 22:38:00,departure,"Chicago, USA",Pickup at Chicago
EVT000941,SHP000456,2023-07-06 11:53:00,departure,"Dubai, UAE",Departure at Dubai
EVT000942,SHP000564,2024-01-06 06:27:00,exception,"Shanghai, China",Departure at Shanghai
EVT000943,SHP000102,2023-12-17 02:22:00,delivery,"São Paulo, Brazil",Delay at São Paulo
EVT000944,SHP000128,2025-09-28 23:00:00,exception,"Osaka, Japan",Arrival at Osaka
EVT000945,SHP000580,2025-06-07 03:49:00,pickup,"Dubai, UAE",Delivery at Dubai
EVT000946,SHP000448,2025-01-30 10:35:00,delivery,"Tokyo, Japan",Pickup at Tokyo
EVT000947,SHP000321,2025-08-07 22:30:00,departure,"Sydney, Australia",Exception at Sydney
EVT000948,SHP000097,2025-11-24 01:45:00,pickup,"Felixstowe, UK",Delay at Felixstowe
EVT000949,SHP000348,2025-09-07 17:48:00,delay,"Mumbai, India",Exception at Mumbai
EVT000950,SHP000222,2025-02-07 19:09:00,delivery,"Singapore, Singapore",Delivery at Singapore
EVT000951,SHP000492,2025-11-08 08:21:00,arrival,"Hamburg, Germany",Delay at Hamburg
EVT000952,SHP000055,2023-07-16 16:08:00,departure,"Moscow, Russia",Exception at Moscow
EVT000953,SHP000489,2023-01-03 01:11:00,delivery,"Hamburg, Germany",Departure at Hamburg
EVT000954,SHP000302,2023-09-19 20:59:00,delay,"Mumbai, India",Departure at Mumbai
EVT000955,SHP000139,2023-11-15 01:16:00,pickup,"Moscow, Russia",Arrival at Moscow
EVT000956,SHP000286,2024-07-24 20:13:00,exception,"Barcelona, Spain",Departure at Barcelona
EVT000957,SHP000538,2023-05-16 13:23:00,delivery,"Dubai, UAE",Delivery at Dubai
EVT000958,SHP000201,2023-09-17 23:40:00,exception,"Shanghai, China",Pickup at Shanghai
EVT000959,SHP000131,2024-03-01 01:17:00,exception,"Rotterdam, Netherlands",Exception at Rotterdam
EVT000960,SHP000153,2023-09-26 04:45:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000961,SHP000368,2023-07-31 07:23:00,exception,"Los Angeles, USA",Departure at Los Angeles
EVT000962,SHP000043,2025-10-27 02:26:00,arrival,"Los Angeles, USA",Pickup at Los Angeles
EVT000963,SHP000417,2025-03-21 06:00:00,exception,"Antwerp, Belgium",Delay at Antwerp
EVT000964,SHP000059,2024-04-17 14:29:00,customs_clearance,"Hong Kong, China",Arrival at Hong Kong
EVT000965,SHP000408,2023-07-16 19:34:00,departure,"Sydney, Australia",Departure at Sydney
EVT000966,SHP000073,2023-02-16 20:10:00,delivery,"Moscow, Russia",Pickup at Moscow
EVT000967,SHP000426,2023-06-01 15:19:00,customs_clearance,"Moscow, Russia",Delay at Moscow
EVT000968,SHP000042,2025-12-23 06:07:00,delay,"Hamburg, Germany",Pickup at Hamburg
EVT000969,SHP000270,2024-07-19 02:39:00,customs_clearance,"Mumbai, India",Customs Clearance at Mumbai
EVT000970,SHP000167,2023-06-16 06:07:00,customs_clearance,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000971,SHP000015,2023-04-25 11:25:00,delivery,"Osaka, Japan",Arrival at Osaka
EVT000972,SHP000428,2025-08-01 01:24:00,departure,"Felixstowe, UK",Exception at Felixstowe
EVT000973,SHP000404,2023-06-22 18:32:00,delay,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000974,SHP000371,2023-05-04 09:37:00,arrival,"Hong Kong, China",Delay at Hong Kong
EVT000975,SHP000261,2023-03-16 14:27:00,customs_clearance,"Busan, South Korea",Departure at Busan
EVT000976,SHP000314,2024-01-22 22:14:00,delivery,"Toronto, Canada",Customs Clearance at Toronto
EVT000977,SHP000353,2024-09-11 20:38:00,customs_clearance,"Shanghai, China",Departure at Shanghai
EVT000978,SHP000465,2023-09-23 05:24:00,departure,"Tokyo, Japan",Customs Clearance at Tokyo
EVT000979,SHP000121,2024-08-28 04:16:00,departure,"Singapore, Singapore",Delay at Singapore
EVT000980,SHP000421,2023-10-09 23:21:00,exception,"Moscow, Russia",Delivery at Moscow
EVT000981,SHP000329,2023-11-06 03:43:00,delivery,"Antwerp, Belgium",Delay at Antwerp
EVT000982,SHP000526,2023-03-22 17:47:00,customs_clearance,"São Paulo, Brazil",Delivery at São Paulo
EVT000983,SHP000101,2025-04-14 04:40:00,departure,"Toronto, Canada",Exception at Toronto
EVT000984,SHP000319,2025-02-17 08:14:00,departure,"Singapore, Singapore",Delivery at Singapore
EVT000985,SHP000347,2023-10-02 23:18:00,customs_clearance,"Mumbai, India",Departure at Mumbai
EVT000986,SHP000375,2023-04-28 11:34:00,departure,"Moscow, Russia",Departure at Moscow
EVT000987,SHP000252,2024-02-19 01:51:00,exception,"Antwerp, Belgium",Departure at Antwerp
EVT000988,SHP000080,2025-01-19 21:33:00,customs_clearance,"Singapore, Singapore",Customs Clearance at Singapore
EVT000989,SHP000029,2024-06-30 11:55:00,customs_clearance,"Hong Kong, China",Delay at Hong Kong
EVT000990,SHP000400,2024-07-04 15:21:00,delay,"Sydney, Australia",Customs Clearance at Sydney
EVT000991,SHP000412,2024-07-03 23:49:00,exception,"Sydney, Australia",Arrival at Sydney
EVT000992,SHP000205,2024-05-06 13:23:00,delivery,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000993,SHP000278,2025-03-02 23:38:00,delay,"Felixstowe, UK",Delivery at Felixstowe
EVT000994,SHP000392,2025-06-01 06:57:00,arrival,"Singapore, Singapore",Departure at Singapore
EVT000995,SHP000081,2024-12-03 09:23:00,pickup,"Hamburg, Germany",Delivery at Hamburg
EVT000996,SHP000009,2024-11-11 19:58:00,arrival,"Sydney, Australia",Delivery at Sydney
EVT000997,SHP000090,2024-01-15 12:38:00,departure,"Houston, USA",Arrival at Houston
EVT000998,SHP000381,2025-02-19 12:19:00,delay,"Sydney, Australia",Customs Clearance at Sydney
EVT000999,SHP000187,2024-05-05 00:29:00,delay,"Dubai, UAE",Arrival at Dubai
EVT001000,SHP000140,2025-01-23 22:37:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT001001,SHP000186,2023-09-08 09:03:00,exception,"Felixstowe, UK",Arrival at Felixstowe
EVT001002,SHP000558,2024-02-05 07:50:00,departure,"Sydney, Australia",Customs Clearance at Sydney
EVT001003,SHP000120,2024-10-10 09:13:00,exception,"Busan, South Korea",Delay at Busan
EVT001004,SHP000058,2025-04-25 07:42:00,delay,"Chicago, USA",Customs Clearance at Chicago
EVT001005,SHP000232,2023-02-07 00:34:00,exception,"Dubai, UAE",Exception at Dubai
EVT001006,SHP000125,2025-12-23 11:58:00,departure,"Barcelona, Spain",Departure at Barcelona
EVT001007,SHP000124,2025-01-24 23:35:00,customs_clearance,"Singapore, Singapore",Pickup at Singapore
EVT001008,SHP000571,2024-10-13 05:13:00,arrival,"Antwerp, Belgium",Delay at Antwerp
EVT001009,SHP000287,2025-06-05 16:51:00,customs_clearance,"Hamburg, Germany",Arrival at Hamburg
EVT001010,SHP000274,2025-10-17 01:07:00,customs_clearance,"Moscow, Russia",Departure at Moscow
EVT001011,SHP000168,2023-02-21 22:33:00,customs_clearance,"São Paulo, Brazil",Delay at São Paulo
EVT001012,SHP000350,2024-03-31 14:29:00,customs_clearance,"Los Angeles, USA",Departure at Los Angeles
EVT001013,SHP000592,2025-03-30 21:20:00,customs_clearance,"Valencia, Spain",Departure at Valencia
EVT001014,SHP000200,2023-01-07 03:17:00,pickup,"Chicago, USA",Exception at Chicago
EVT001015,SHP000048,2025-01-01 04:52:00,customs_clearance,"São Paulo, Brazil",Delivery at São Paulo
EVT001016,SHP000065,2025-01-22 10:41:00,delivery,"Shanghai, China",Exception at Shanghai
EVT001017,SHP000047,2023-02-21 04:30:00,delay,"Rotterdam, Netherlands",Exception at Rotterdam
EVT001018,SHP000183,2023-05-15 09:11:00,arrival,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT001019,SHP000200,2025-05-21 00:38:00,arrival,"Dubai, UAE",Departure at Dubai
EVT001020,SHP000588,2024-03-21 12:33:00,delay,"Dubai, UAE",Exception at Dubai
EVT001021,SHP000089,2023-12-03 01:12:00,pickup,"Barcelona, Spain",Departure at Barcelona
EVT001022,SHP000388,2024-12-09 11:45:00,departure,"Toronto, Canada",Delivery at Toronto
EVT001023,SHP000401,2023-02-24 19:41:00,departure,"Hamburg, Germany",Delivery at Hamburg
EVT001024,SHP000497,2024-12-05 04:46:00,arrival,"Mumbai, India",Delivery at Mumbai
EVT001025,SHP000361,2024-03-12 07:09:00,departure,"Moscow, Russia",Departure at Moscow
EVT001026,SHP000454,2024-01-25 16:38:00,delivery,"Mumbai, India",Departure at Mumbai
EVT001027,SHP000002,2025-01-14 15:44:00,exception,"Busan, South Korea",Delay at Busan
EVT001028,SHP000228,2024-04-06 04:14:00,customs_clearance,"Hong Kong, China",Customs Clearance at Hong Kong
EVT001029,SHP000090,2024-12-17 01:30:00,customs_clearance,"Osaka, Japan",Pickup at Osaka
EVT001030,SHP000051,2025-07-29 01:32:00,departure,"Mumbai, India",Customs Clearance at Mumbai
EVT001031,SHP000510,2025-11-01 05:53:00,delay,"Dubai, UAE",Departure at Dubai
EVT001032,SHP000391,2023-07-22 00:31:00,pickup,"Rotterdam, Netherlands",Departure at Rotterdam
EVT001033,SHP000406,2024-12-26 20:54:00,delay,"Dubai, UAE",Delivery at Dubai
EVT001034,SHP000228,2024-01-10 22:05:00,delay,"Mumbai, India",Customs Clearance at Mumbai
EVT001035,SHP000446,2025-12-29 08:49:00,customs_clearance,"Antwerp, Belgium",Customs Clearance at Antwerp
EVT001036,SHP000206,2025-06-25 08:08:00,departure,"Houston, USA",Departure at Houston
EVT001037,SHP000222,2023-10-18 05:58:00,exception,"Los Angeles, USA",Delivery at Los Angeles
EVT001038,SHP000018,2023-08-06 19:18:00,arrival,"São Paulo, Brazil",Departure at São Paulo
EVT001039,SHP000355,2023-11-12 22:52:00,exception,"Mumbai, India",Exception at Mumbai
EVT001040,SHP000189,2024-12-25 12:03:00,customs_clearance,"Hamburg, Germany",Departure at Hamburg
EVT001041,SHP000346,2025-01-31 20:03:00,customs_clearance,"Tokyo, Japan",Departure at Tokyo
EVT001042,SHP000491,2023-05-17 20:07:00,delivery,"Mumbai, India",Pickup at Mumbai
EVT001043,SHP000279,2025-10-04 08:06:00,delay,"Felixstowe, UK",Departure at Felixstowe
EVT001044,SHP000007,2024-10-07 07:54:00,delivery,"Barcelona, Spain",Arrival at Barcelona
EVT001045,SHP000125,2024-10-25 04:00:00,exception,"São Paulo, Brazil",Pickup at São Paulo
EVT001046,SHP000226,2023-12-24 12:42:00,pickup,"Felixstowe, UK",Delivery at Felixstowe
EVT001047,SHP000294,2025-03-28 07:36:00,delay,"Moscow, Russia",Exception at Moscow
EVT001048,SHP000485,2025-01-18 12:04:00,arrival,"Moscow, Russia",Exception at Moscow
EVT001049,SHP000284,2023-04-03 11:20:00,arrival,"Barcelona, Spain",Delivery at Barcelona
EVT001050,SHP000075,2023-05-18 11:05:00,customs_clearance,"Hamburg, Germany",Exception at Hamburg
EVT001051,SHP000275,2023-06-08 18:49:00,exception,"Singapore, Singapore",Arrival at Singapore
EVT001052,SHP000338,2024-07-10 00:36:00,exception,"Valencia, Spain",Pickup at Valencia
EVT001053,SHP000591,2024-03-09 18:20:00,customs_clearance,"Felixstowe, UK",Delivery at Felixstowe
EVT001054,SHP000509,2024-01-14 01:30:00,delay,"Hong Kong, China",Pickup at Hong Kong
EVT001055,SHP000141,2024-06-03 05:27:00,departure,"Shanghai, China",Exception at Shanghai
EVT001056,SHP000016,2025-10-13 03:08:00,exception,"Singapore, Singapore",Exception at Singapore
EVT001057,SHP000092,2024-09-21 02:12:00,delivery,"Los Angeles, USA",Departure at Los Angeles
EVT001058,SHP000441,2025-04-06 14:34:00,delivery,"Toronto, Canada",Exception at Toronto
EVT001059,SHP000465,2023-03-16 18:33:00,customs_clearance,"Felixstowe, UK",Departure at Felixstowe
EVT001060,SHP000076,2025-05-23 15:57:00,customs_clearance,"Hamburg, Germany",Departure at Hamburg
EVT001061,SHP000082,2024-01-15 04:28:00,exception,"Toronto, Canada",Customs Clearance at Toronto
EVT001062,SHP000029,2024-11-25 22:36:00,delivery,"Chicago, USA",Delivery at Chicago
EVT001063,SHP000487,2025-05-10 11:15:00,delay,"São Paulo, Brazil",Exception at São Paulo
EVT001064,SHP000213,2024-09-24 06:07:00,delivery,"São Paulo, Brazil",Pickup at São Paulo
EVT001065,SHP000392,2024-09-24 06:01:00,delivery,"Houston, USA",Exception at Houston
EVT001066,SHP000593,2024-11-16 05:14:00,pickup,"São Paulo, Brazil",Departure at São Paulo
EVT001067,SHP000047,2023-09-05 18:04:00,arrival,"Hamburg, Germany",Delay at Hamburg
EVT001068,SHP000025,2025-09-22 12:17:00,arrival,"Hong Kong, China",Delivery at Hong Kong
EVT001069,SHP000468,2025-09-09 00:45:00,pickup,"Busan, South Korea",Pickup at Busan
EVT001070,SHP000144,2025-08-08 12:19:00,arrival,"Valencia, Spain",Delivery at Valencia
EVT001071,SHP000446,2025-04-01 09:36:00,customs_clearance,"Barcelona, Spain",Delivery at Barcelona
EVT001072,SHP000461,2023-07-02 13:52:00,departure,"Busan, South Korea",Customs Clearance at Busan
EVT001073,SHP000356,2023-03-11 08:54:00,arrival,"Valencia, Spain",Pickup at Valencia
EVT001074,SHP000024,2024-05-15 11:20:00,exception,"Valencia, Spain",Departure at Valencia
EVT001075,SHP000482,2023-03-19 18:47:00,customs_clearance,"Tokyo, Japan",Arrival at Tokyo
EVT001076,SHP000579,2024-01-17 14:28:00,pickup,"Valencia, Spain",Pickup at Valencia
EVT001077,SHP000580,2025-01-03 04:36:00,exception,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT001078,SHP000229,2024-02-26 01:44:00,arrival,"Houston, USA",Delivery at Houston
EVT001079,SHP000478,2024-01-03 11:22:00,pickup,"Shanghai, China",Departure at Shanghai
EVT001080,SHP000542,2025-08-05 13:43:00,departure,"Hamburg, Germany",Customs Clearance at Hamburg
EVT001081,SHP000307,2023-06-10 10:39:00,arrival,"Mumbai, India",Delivery at Mumbai
EVT001082,SHP000574,2024-11-17 19:25:00,arrival,"Sydney, Australia",Arrival at Sydney
EVT001083,SHP000424,2025-06-09 07:19:00,arrival,"Moscow, Russia",Delay at Moscow
EVT001084,SHP000269,2024-03-29 09:45:00,arrival,"Busan, South Korea",Delay at Busan
EVT001085,SHP000075,2023-09-06 12:36:00,delivery,"Busan, South Korea",Delivery at Busan
EVT001086,SHP000251,2024-05-11 22:54:00,arrival,"Toronto, Canada",Arrival at Toronto
EVT001087,SHP000593,2024-08-06 07:36:00,arrival,"Chicago, USA",Customs Clearance at Chicago
EVT001088,SHP000271,2025-12-12 21:53:00,exception,"Shanghai, China",Exception at Shanghai
EVT001089,SHP000575,2023-10-27 07:03:00,delivery,"Hamburg, Germany",Arrival at Hamburg
EVT001090,SHP000513,2023-09-20 19:46:00,customs_clearance,"Valencia, Spain",Exception at Valencia
EVT001091,SHP000224,2025-12-27 20:49:00,delivery,"Sydney, Australia",Delivery at Sydney
EVT001092,SHP000277,2024-05-25 05:06:00,pickup,"Dubai, UAE",Delay at Dubai
EVT001093,SHP000585,2023-09-22 01:44:00,departure,"Chicago, USA",Pickup at Chicago
EVT001094,SHP000491,2025-09-07 10:19:00,delay,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT001095,SHP000357,2024-08-10 20:45:00,delay,"Tokyo, Japan",Customs Clearance at Tokyo
EVT001096,SHP000380,2025-08-25 18:08:00,delay,"Houston, USA",Delay at Houston
EVT001097,SHP000129,2024-05-15 00:02:00,arrival,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT001098,SHP000581,2024-09-15 12:59:00,pickup,"Valencia, Spain",Departure at Valencia
EVT001099,SHP000229,2023-04-22 00:09:00,exception,"Sydney, Australia",Delay at Sydney
EVT001100,SHP000365,2023-10-07 03:13:00,exception,"Dubai, UAE",Delay at Dubai
EVT001101,SHP000473,2025-03-16 11:33:00,exception,"Houston, USA",Delivery at Houston
EVT001102,SHP000402,2024-11-08 18:21:00,exception,"Tokyo, Japan",Exception at Tokyo
EVT001103,SHP000483,2025-05-31 02:59:00,delivery,"Shanghai, China",Delivery at Shanghai
EVT001104,SHP000224,2024-06-18 22:23:00,delivery,"Singapore, Singapore",Arrival at Singapore
EVT001105,SHP000194,2024-11-01 12:24:00,departure,"Antwerp, Belgium",Pickup at Antwerp
EVT001106,SHP000075,2025-01-29 01:56:00,departure,"Mumbai, India",Arrival at Mumbai
EVT001107,SHP000188,2025-04-14 05:59:00,exception,"Tokyo, Japan",Exception at Tokyo
EVT001108,SHP000139,2024-05-24 06:19:00,customs_clearance,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT001109,SHP000188,2025-04-12 06:41:00,pickup,"Antwerp, Belgium",Pickup at Antwerp
EVT001110,SHP000309,2025-07-12 22:37:00,customs_clearance,"Mumbai, India",Delivery at Mumbai
EVT001111,SHP000406,2023-02-27 01:35:00,delay,"Mumbai, India",Exception at Mumbai
EVT001112,SHP000322,2024-07-28 12:48:00,delivery,"Los Angeles, USA",Pickup at Los Angeles
EVT001113,SHP000157,2023-07-03 20:42:00,customs_clearance,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT001114,SHP000293,2025-08-11 08:12:00,pickup,"Singapore, Singapore",Arrival at Singapore
